1.0.1	pṛthvī [17: jsjsylg]
17.1.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.102	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.1.103	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.105	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.107	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.1.108	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.109	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.1.110	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.111	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.112	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.113	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.114	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.115	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.116	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.118	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.1.119	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.120	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.122	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.1.123	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.124	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.125	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.126	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.127	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.130	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.1.131	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.132	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.1.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.134	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.135	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.136	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.137	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.1.138	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.139	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.1.140	vasantatilakā [14: tBjjgg]
17.1.141	gīti (12, 18, 12, 18)
17.1.142	gīti (12, 18, 12, 18)
17.1.143	gīti (12, 18, 12, 18)
17.1.144	gīti (12, 18, 12, 18)
17.2.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.2	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.3	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.4	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.2.5	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.2.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.7	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.8	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.2.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.10	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.14	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.16	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.2.17	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.19	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.22	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.24	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.25	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.26	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.28	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.2.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.31	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.35	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.36	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.38	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.2.39	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.2.40	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.2.41	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.2.42	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.44	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.2.45	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.2.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.50	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.53	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.55	anuṣṭubh (1,2: bha-vipulā, 3,4: na-vipulā)
17.2.56	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.2.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.60	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.2.61	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.62	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.2.63	anuṣṭubh (1,2: ma-vipulā, 3,4: ma-vipulā)
17.2.64	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.2.65	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.66	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.67	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.68	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.70	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.72	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.73	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.74	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.75	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.2.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.79	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.82	anuṣṭubh (1,2: bha-vipulā, 3,4: na-vipulā)
17.2.83	anuṣṭubh (1,2: ma-vipulā, 3,4: ma-vipulā)
17.2.84	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.2.85	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.2.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.87	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.89	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.90	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.2.91	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.93	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.94	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.95	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.99	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.2.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.103	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.104	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.2.105	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.2.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.108	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.110	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.111	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.112	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.113	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.114	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.115	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.116	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.118	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.2.119	anuṣṭubh (1,2: ma-vipulā, 3,4: na-vipulā)
17.2.120	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.122	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.2.123	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.2.124	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.125	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.126	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.127	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.2.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.130	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.2.131	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.2.132	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.134	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.135	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.136	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.137	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.138	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.139	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.140	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.2.141	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.2.142	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.2.143	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.144	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.145	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.146	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.147	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.148	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.149	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.150	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.2.151	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.152	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.153	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.2.154	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.2.155	vasantatilakā [14: tBjjgg]
17.2.156	vasantatilakā [14: tBjjgg]
17.3.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.2	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.3	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.4	anuṣṭubh (1,2: na-vipulā, 3,4: bha-vipulā)
17.3.5	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.7	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.8	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.10	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.3.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.12	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.3.13	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.3.14	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.16	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.17	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.19	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.22	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.3.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.24	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.3.25	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.26	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.3.27	anuṣṭubh (1,2: na-vipulā, 3,4: bha-vipulā)
17.3.28	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.3.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.30	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.3.31	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.35	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.36	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.38	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.39	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.40	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.3.41	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.3.42	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.53	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.55	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.3.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.61	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.62	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.3.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.64	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.65	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.3.66	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.67	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.3.68	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.70	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.3.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.72	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.73	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.74	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.3.75	anuṣṭubh (1,2: pathyā, 3,4: asamīcīna)
17.3.76	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.3.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.78	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.3.79	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.3.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.82	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.84	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
17.3.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.87	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.3.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.89	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.3.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.3.91	aupacchandasika = [11: ssjgg] 1,3 + [12: sBry] 2,4
17.3.92	aupacchandasika = [11: ssjgg] 1,3 + [12: sBry] 2,4
17.3.93	puṣpitāgrā = [12: nnry] 1,3 + [12: njjrg] 2,4
17.3.94	gīti (12, 18, 12, 18)
17.3.95	āryā (12, 18, 12, 15)
17.4.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.2	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.3	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
17.4.4	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.4.5	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.4.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.7	anuṣṭubh (1,2: na-vipulā, 3,4: na-vipulā)
17.4.8	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.10	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.11	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.4.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.13	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.14	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.16	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.17	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.4.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.19	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.22	anuṣṭubh (1,2: pathyā, 3,4: ra-vipulā)
17.4.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.24	anuṣṭubh (1,2: ma-vipulā, 3,4: na-vipulā)
17.4.25	anuṣṭubh (1,2: ma-vipulā, 3,4: ma-vipulā)
17.4.26	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.4.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.29	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.4.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.31	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.4.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.35	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.36	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.38	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.39	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.40	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.41	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.42	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.43	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.50	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.52	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.53	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.54	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.55	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.60	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.61	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.62	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.64	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.65	gīti (12, 18, 12, 18)
17.4.66	gīti (12, 18, 12, 18)
17.4.67	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.68	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.69	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.4.70	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.72	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.73	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.74	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.75	anuṣṭubh (1,2: ma-vipulā, 3,4: na-vipulā)
17.4.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.79	anuṣṭubh (1,2: bha-vipulā, 3,4: na-vipulā)
17.4.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.82	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.84	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.87	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.89	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.90	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.4.91	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.93	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.94	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.95	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.97	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
